Longitude,Latitude,Name,Street,City,Zip,State
-77.243442,38.71814,Laurel Hill Golf Club,8701 Laurel Crest Dr,Lorton,22079,VA
-77.198424,38.680598,Pohick Bay Regional Park Golf Course,10301 Gunston Rd,Lorton,22079,VA
-78.003563,37.837768,Royal Virginia Golf Club,3016 Royal Virginia Pkwy,Louisa,23093,VA
-77.996084,38.020423,Tanyard Country Club,404 E Main St,Louisa,23093,VA
-78.507689,38.67387,Caverns Country Club,910 T C Northcott Blvd,Luray,22835,VA
-79.259753,37.454435,Boonsboro Country Club,1709 Bcc Dr,Lynchburg,24503,VA
-79.189865,37.439213,Oakwood Country Club,3409 Rivermont Ave,Lynchburg,24503,VA
-79.187784,37.3136,Cedar Hills Golf Course,198 Watson Dr,Lynchburg,24501,VA
-79.109074,37.34242,Peaks Par 3 Golf Course,4856 Campbell Hwy,Lynchburg,24501,VA
-77.698601,37.644969,Hermitage Country Club,1242 Hermitage Rd,Manakin Sabot,23103,VA
-77.697379,37.60153,Kinloch Golf Club,100 Hockett Rd,Manakin Sabot,23103,VA
-77.688286,37.673373,Sycamore Creek Golf Course,1991 Manakin Rd,Manakin Sabot,23103,VA
-77.427476,38.768713,General's Ridge Golf Course,9701 Manassas Dr,Manassas Park,20111,VA
-77.438406,38.734029,Manassas Hills Golf Course,7800 Willow Pond Ct,Manassas,20111,VA
-77.213052,37.696705,Queenfield Plantation Golf Course,1896 Dabneys Mill Rd,Manquin,23106,VA
-81.535342,36.828328,Holston Hills Country Club,1000 Country Club Rd,Marion,24354,VA
-79.809625,36.66484,Chatmoss Country Club,550 Mount Olivet Road,Martinsville,24112,VA
-79.892149,36.667107,Lynwood Golf Club,720 Dupont Rd,Martinsville,24112,VA
-79.886756,36.739327,Beaver Hills Golf Club,325 Beaver Hills Club Dr,Martinsville,24112,VA
-79.83297,36.647609,Forest Park Country Club,1821 Mulberry Rd,Martinsville,24112,VA
-78.750363,38.410759,Mountain Greens Golf Course At Massanutten,4158 Dell Webb Dr,McGaheysville,22840,VA
-78.70942,38.412281,Woodstone Meadows Golf Course At Massanutten,299 Silverstone Lane,McGaheysville,22840,VA
-80.354786,36.688074,Primland Golf Course,2000 Busted Rock Rd,Meadows of Dan,24120,VA
-75.825069,37.658112,Eastern Shore Yacht & Country Club,14421 Country Club Rd,Melfa,23410,VA
-78.22202,38.979798,Jackson's Chase At Pine Hills,65 Jacksons Chase Dr,Middletown,22645,VA
-77.715481,38.562538,Kastle Greens Golf Club,11446 Rogues Rd,Midland,22728,VA
-77.652443,37.527422,Salisbury Country Club,13620 W Salisbury Rd,Midlothian,23113,VA
-77.650587,37.4367,Brandermill Country Club,3700 Brandermill Pkwy,Midlothian,23112,VA
-77.713526,37.507576,Windy Hill Sports Complex,16500 Midlothian Tpke,Midlothian,23113,VA
-77.682646,37.543777,Independence Golf Club,600 Founders Bridge Blvd,Midlothian,23113,VA
-79.659975,37.103227,The Waterfront Country Club,275 Anchor Dr,Moneta,24121,VA
-79.601378,38.380908,Needle's Eye Golf Course,340 Needles Eye Ln,Monterey,24465,VA
-77.593548,37.792256,The Hollows Golf Club,14501 Greenwood Church Rd,Montpelier,23192,VA
-77.073303,37.529543,The Club At Viniterra,8400 Old Church Rd,New Kent,23124,VA
-78.674183,38.639769,Shenvalee Golf Club,9960 Fairway Drive,New Market,22844,VA
-76.527834,37.177685,Newport News Golf Club At Deer Run,901 Clubhouse Way,Newport News,23608,VA
-76.503931,37.056758,James River Country Club,1500 Country Club Rd,Newport News,23606,VA
-76.483483,37.118808,Kiln Creek Golf and Country Club,1003 Brick Kiln Blvd,Newport News,23602,VA
-77.626489,38.75199,Prince William Golf Club,14631 Vint Hill Rd,Nokesville,20181,VA
-76.28755,36.850427,The Lamberts Point Golf Course,4301 Powhattan Ave,Norfolk,23510,VA
-76.247707,36.948709,Ocean View Golf Course,9610 Norfolk Ave,Norfolk,23503,VA
-76.193093,36.877503,Lake Wright Golf Course,6282 Northampton Blvd,Norfolk,23502,VA
-76.285909,36.91131,Sewells Point Golf Course,660 Ruthven Rd,Norfolk,23511,VA
-76.162084,36.91584,Eagle Haven Golf Course,Bldg 3690 Little Creek NAB,Norfolk,23521,VA
-77.313892,38.874446,Oak Marr Golf Center,3200 Jermantown Rd,Oakton,22124,VA
-78.326087,37.901178,Lake Monticello Golf Course,51 Bunker Blvd,Palmyra,22963,VA
-78.263668,37.879246,The Rivanna Resort and Golf Club,45 Friendship Way,Palmyra,22963,VA
-80.719565,37.321833,Giles Country Club Inc,500 Fort Branch Rd,Pearisburg,24134,VA
-80.639379,37.30637,Castle Rock Golf Club,900 Castle Rock Road,Pembroke,24136,VA
-79.614172,37.019512,Waters Edge Country Club,1825 Waters Edge Dr,Penhook,24137,VA
-77.398199,37.188374,Dogwood Trace Golf Course,3108 Homestead Dr,Petersburg,23805,VA
-77.398529,37.16656,Country Club of Petersburg,10401 Johnson Road,Petersburg,23805,VA
-76.368206,36.832181,The Links at City Park,140 City Park Ave,Portsmouth,23701,VA
-76.339739,36.804315,Bide A Wee Golf Course,1 Bide A Wee Ln,Portsmouth,23701,VA
-76.398945,36.818559,Elizabeth Manor Golf & Country Club,1 Ace Parker Rd,Portsmouth,23701,VA
-77.347445,39.050577,Trump National Golf Club,20391 Lowes Island Blvd,Sterling,20165,VA
-77.284984,38.572523,Potomac Shores Golf Club,1750 Dunnington Place,Potomac Shores,22026,VA
-81.62377,37.105837,Tazewell County Country Club,7351 Pounding Mill Branch Rd,Pounding Mill,24637,VA
-77.820994,37.594909,The Foundry Golf Club,3225 Lees Landing Rd,Powhatan,23139,VA
-77.919601,37.502805,Mill Quarter Plantation Country Club,1525 Mill Quarter Rd,Powhatan,23139,VA
-77.016841,37.488711,The Tradition Golf Club At Royal New Kent,10100 Kentland Trl,Providence Forge,23140,VA
-76.999552,37.477806,The Golf Club At Brickshire,5520 Virginia Park Dr,Providence Forge,23140,VA
-80.738662,37.086278,Pulaski Country Club,4360 Country Club Dr,Pulaski,24301,VA
-77.721494,39.145235,Loudoun Golf & Country Club,Route 7 West,Purcellville,20132,VA
-77.336084,38.54574,MCCS/Medal of Honor Golf Course,3313 Fuller Heights Rd,Quantico,22134,VA
-77.173635,37.508279,The Brookwoods Golf Club,7325 Club Dr,Quinton,23141,VA
-80.532434,37.152029,Pete Dye River Course of Virginia Tech,8400 River Course Dr,Radford,24141,VA
-77.256244,38.236781,Four Winds Golf Club,1548 Black Marsh Rd,Rappahannock Academy,22538,VA
-77.346797,38.961768,Hidden Creek Country Club,1711 Clubhouse Rd,Reston,20190,VA
-77.356272,38.946999,Reston National Golf Course,11875 Sunrise Valley Dr,Reston,20191,VA
-77.462842,37.617518,Belmont Golf Course,1600 Hilliard Rd,Richmond,23228,VA
-77.683147,37.600962,Richmond Country Club,12950 Patterson Ave,Richmond,23238,VA
-77.631356,37.501323,Stonehenge Golf & Country Club,1000 Farnham Dr,Richmond,23236,VA
-77.612436,37.573771,Country Club of Virginia,709 S Gaskins Rd,Richmond,23238,VA
-77.51001,37.535444,Willow Oaks Country Club,6228 Forest Hill Ave,Richmond,23225,VA
-77.46349,37.445753,Meadowbrook Country Club,3700 Cogbill Rd,Richmond,23234,VA
-77.527298,37.572139,Country Club of Virginia West Hampton,6031 Saint Andrews Ln,Richmond,23226,VA
-77.464869,37.621416,Jefferson Lakeside Country Club,1700 Lakeside Ave,Richmond,23228,VA
-77.556002,37.481018,Providence Golf Course,1160 S Providence Rd,Richmond,23236,VA
-77.499976,37.398489,The First Tee of Chesterfield,6736 Huntingcreek Dr,Richmond,23237,VA
-77.387551,37.550993,Glenwood Golf Club,3100 Creighton Rd,Richmond,23223,VA
-79.952632,36.627364,Horsepasture Par 3,17935 Philpott Hwy,Ridgeway,24148,VA
-80.442904,37.076255,Auburn Hills Golf Club,1581 Turnberry Ln,Riner,24149,VA
-79.305607,36.592842,Ringgold Golf Club,1493 Ringgold Rd,Ringgold,24586,VA
-79.989399,37.312904,Countryside Golf Club,1 Countryside Rd NW,Roanoke,24017,VA
-79.988499,37.294235,Roanoke Country Club,3360 Country Club Drive NW,Roanoke,24017,VA
-79.974367,37.214362,Hunting Hills Country Club,5220 Hunting Hills Dr,Roanoke,24014,VA
-79.887941,37.228786,Ballyhack Golf Club,3687 Pitzer Rd,Roanoke,24014,VA
-79.954303,37.333133,Brookside Golf Course,6303 Williamson Rd,Roanoke,24019,VA
-79.898771,37.314201,Blue Hills Golf Course,2002 Blue Hills Dr NE,Roanoke,24012,VA
-79.924802,37.305665,Ole Monterey Golf Course,201 Tinker Creek Ln NE,Roanoke,24019,VA
-79.876151,36.942578,Willow Creek Country Club,10500 Virgil H Goode Hwy,Rocky Mount,24151,VA
-77.784865,39.124081,Stoneleigh Golf Club,35271 Prestwick Ct,Round Hill,20141,VA
-77.364688,37.95323,Mattaponi Springs Golf Club,22490 Penola Rd,Ruther Glen,22546,VA
-77.484287,37.969099,Pendleton Golf Club,6383 Declaration Dr,Ruther Glen,22546,VA
-82.333793,36.923143,Lake Bonaventure Country Club,4718 Gravel Lick Rd,Saint Paul,24283,VA
-80.064018,37.298913,Salem Golf Course,601 Academy St,Salem,24153,VA
-80.042614,37.260161,Hidden Valley Country Club,2500 Romar Rd,Salem,24153,VA
-80.069645,37.314974,Hanging Rock Golf Club,1500 Red Lane Ext,Salem,24153,VA
-81.731406,36.893304,Saltville Golf Club,1 Stadium,Saltville,24370,VA
-76.627535,36.961556,Cypress Creek Golfers' Club,600 Cypress Creek Pkwy,Smithfield,23430,VA
-78.928726,36.740157,Green's Folly Golf Course,1085 Greens Folly Rd,South Boston,24592,VA
-77.508713,38.907353,South Riding Golfer's Club,43237 Golf View Dr,South Riding,20152,VA
-77.715711,38.268585,Fawn Lake Country Club,11400 Longstreet Dr,Spotsylvania,22553,VA
-77.231045,38.779487,Springfield Golf & Country Club,8301 Old Keene Mill Rd,Springfield,22152,VA
-77.477231,38.443683,Augustine Golf Club,76 Monument Dr,Stafford,22554,VA
-77.377826,38.472504,Aquia Harbour Golf & Country Club,204 Bow Cv,Stafford,22554,VA
-78.407485,38.321834,The Greene Hills Club,3858 Dundee Rd,Stanardsville,22973,VA
-79.075599,38.14624,Gypsy Hill Golf Course,Route #250 West,Staunton,24401,VA
-79.015758,38.17236,The Club At Ironwood,62 Country Club Cir,Staunton,24401,VA
-79.032019,38.18101,Ingleside Resort Country Club,1410 Commerce Rd,Staunton,24401,VA
-78.207362,39.104336,Appleland Sports Center,4490 Valley Pike,Stephens City,22655,VA
-77.379776,39.05957,Algonkian Regional Park Golf Course,47001 Fairway Dr,Sterling,20165,VA
-77.407166,38.999478,Sterling Park Golf Tennis & Swim Club,333 S Sterling Blvd,Sterling,20164,VA
-80.102739,36.58914,Gorden Trent Golf Course Inc,2160 Golf Course Rd,Stuart,24171,VA
-76.615359,36.72959,Suffolk Golf Course,1227 Holland Rd,Suffolk,23434,VA
-76.520394,36.834569,Sleepy Hole,4700 Sleepy Hole Rd,Suffolk,23435,VA
-76.487644,36.899871,Cedar Point Club,8056 Clubhouse Dr,Suffolk,23433,VA
-76.578995,36.782795,Nansemond River Golf Club,1000 Hillpoint Blvd,Suffolk,23434,VA
-76.444878,36.878711,Riverfront Golf Club,5200 River Club Dr,Suffolk,23435,VA
-76.861596,37.901893,Hobbs Hole Golf Course,1267 Hobbs Hole Drive,Tappahannock,22560,VA
-76.918325,37.966546,Woodside Country Club,16566 Tidewater Trl,Tappahannock,22560,VA
-76.815251,37.427707,The Tradition Golf Club At Stonehouse,9700 Mill Pond Run,Toano,23168,VA
-77.352088,38.546844,Forest Greens Golf Club,4500 Poa Annua Ln,Triangle,22172,VA
-79.930365,37.472706,Botetourt Country Club,2414 Country Club Rd,Troutville,24175,VA
-78.227047,36.994477,Victoria Golf Club,Poor House Road,Victoria,23974,VA
-77.252208,38.9107,Westwood Country Club,800 Maple Ave E,Vienna,22180,VA
-76.156027,36.775494,Stumpy Lake Golf Course,4797 Indian River Rd,Virginia Beach,23456,VA
-76.148793,36.819607,Kempsville Greens Municipal Golf Course,4840 Princess Anne Rd,Virginia Beach,23462,VA
-76.090633,36.824335,Bow Creek Golf Course,3425 Club House Rd,Virginia Beach,23452,VA
-75.994439,36.793651,Red Wing Lake Golf Course,1144 Prosperity Rd,Virginia Beach,23451,VA
-76.118216,36.902258,Bayville Golf Club,4137 1st Court Road,Virginia Beach,23455,VA
-76.004679,36.866447,Cavalier Golf & Yacht Club,1052 Cardinal Rd,Virginia Beach,23451,VA
-76.029944,36.80955,Aero Pines Golf Club,1001 G Avenue Bld 581,Virginia Beach,23460,VA
-75.981249,36.865855,Princess Anne Country Club,3800 Pacific Ave,Virginia Beach,23451,VA
-76.051178,36.891815,The Tradition Golf Club At Broad Bay,2120 Lords Lndg,Virginia Beach,23454,VA
-76.164704,36.876018,Cypress Point Country Club,5340 Club Head Rd,Virginia Beach,23455,VA
-76.126283,36.778112,Honey Bee Golf Club,2500 S Independence Blvd,Virginia Beach,23456,VA
-76.074859,36.759753,YMCA of South Hampton Roads Junior Golf Course,2400 Tournament Dr,Virginia Beach,23456,VA
-76.074811,36.759846,Virginia Beach National Golf Club,2500 Tournament Dr,Virginia Beach,23456,VA
-76.061173,36.732852,The Signature At Westneck,3100 Arnold Palmer Dr,Virginia Beach,23456,VA
-76.031233,36.73356,Heron Ridge Golf Club,2973 Heron Ridge Dr,Virginia Beach,23456,VA
-75.997299,36.828183,Owl's Creek Golf Center,411 S Birdneck Rd,Virginia Beach,23451,VA
-75.983738,36.741826,Hell's Point Golf Course,2700 Atwoodtown Rd,Virginia Beach,23456,VA
-77.8732,38.654006,Fauquier Springs Country Club,9236 Tournament Rd,Warrenton,20186,VA
-78.915784,38.077125,Scotto's World of Golf,RR 250,Waynesboro,22980,VA
-78.912793,38.060949,Waynesboro Country Club,1117 Meadowbrook Rd,Waynesboro,22980,VA
-76.433387,37.669499,The Tartan Course,633 Saint Andrews Ln,Weems,22576,VA
-76.827492,37.558846,West Point Country Club,4200 Southern Ave,West Point,23181,VA
-76.869207,37.247894,Two Rivers Country Club,1400 Two Rivers Rd,Williamsburg,23185,VA
-76.663525,37.223584,Kingsmill Resort & Golf Club Bray Links,1010 Kingsmill Rd,Williamsburg,23185,VA
-76.782639,37.30547,Ford's Colony Country Club,240 Fords Colony Dr,Williamsburg,23188,VA
-76.645027,37.239689,Williamsburg Country Club Inc.,1801 Merrimac Trl,Williamsburg,23185,VA
-76.600337,37.286848,Deer Cove Golf Course,108 Sanda Ave,Williamsburg,23185,VA
-76.804881,37.263864,Williamsburg National Golf Club,3700 Centerville Rd,Williamsburg,23188,VA
-76.699602,37.266794,Golden Horseshoe Golf Club,401 S England St,Williamsburg,23185,VA
-76.663525,37.223584,Kingsmill Resort & Golf Club ,1010 Kingsmill Rd,Williamsburg,23185,VA
-76.768446,37.351208,Colonial Heritage Golf Club,6500 Arthur Hills Dr,Williamsburg,23188,VA
-76.754698,37.388444,The Tradition Golf Club At Kiskiack,8104 Club Dr,Williamsburg,23188,VA
-78.142048,39.172141,Winchester Country Club,1300 Senseny Rd,Winchester,22602,VA
-78.207508,39.174975,Rock Harbor Golf Course,365 Rock Harbor Dr,Winchester,22602,VA
-78.848503,37.909675,Wintergreen Resort,Route 151,Wintergreen,22958,VA
-79.288458,37.362869,Woodberry Forest Golf Course,898 Woodberry Station,Woodberry Forest,22989,VA
-77.318337,38.689771,Lake Ridge Park Golf & Marina,12350 Cotton Mill Dr,Woodbridge,22192,VA
-77.346298,38.695778,Old Hickory Golf Club,11921 Chanceford Dr,Woodbridge,22192,VA
-77.231447,38.65347,The Ospreys Golf Club At Belmont Bay,401 Belmont Bay Drive,Woodbridge,22191,VA
-81.10795,36.944269,Wytheville Golf Club Inc,1325 W Lee Hwy,Wytheville,24382,VA
-73.306297,44.903749,Alburg Golf Links,230 Route 129,Alburg,05440,VT
-72.756995,44.918115,Bakersfield Country Club,201 Boston Post Road,Bakersfield,05441,VT
-72.501474,44.19689,Country Club of Barre,Plainfield Road,Barre,05641,VT
-72.170398,44.764363,Barton Golf Club,548 Telfer Hill Rd,Barton,05822,VT
-72.467554,43.179425,Bellows Falls Country Club,RR 103 Rockingham Road,Bellows Falls,05101,VT
-73.208574,42.890445,Mt Anthony Country Club,180 Country Club Dr,Bennington,05201,VT
-73.19977,43.643943,Prospect Bay Country Club,Prospect Point Rd,Bomoseen,05732,VT
-72.126463,43.997079,Bradford Golf Club,64 Doe Lane,Bradford,05033,VT
-73.071954,43.815728,Neshobe Golf Club,224 Town Farm Road,Brandon,05733,VT
-72.581801,42.874333,Brattleboro Country Club,348 Upper Dummerston Rd,Brattleboro,05301,VT
-73.201414,44.4647,Burlington Country Club,568 S Prospect St,Burlington,05401,VT
-72.713299,43.22202,Tater Hill Golf Club,6802 Popple Dungeon Rd,Chester,05143,VT
-71.925071,44.450499,Kirby Country Club,661 Rt 2,Concord,05824,VT
-73.101266,43.253998,Dorset Field Club,132 Church Street,Dorset,05251,VT
-72.801984,44.911811,Enosburg Falls Country Club,53 Elm St,Enosburg Falls,05450,VT
-73.081,44.503129,The Links At Lang Farm,39 Essex Way,Essex Junction,05452,VT
-73.068272,44.554772,Essex Country Club,332 Old Stage Rd,Essex Junction,05452,VT
-72.156246,43.909686,Lake Morey Country Club,179 Clubhouse Rd,Fairlee,05045,VT
-73.348997,44.698087,Wilcox Cove Golf Course,3 Camp Vermont Ct,Grand Isle,05458,VT
-72.300614,44.568485,Mountain View Country Club,112 Country Club Road,Greensboro,05841,VT
-73.075794,44.310684,Cedar Knoll Country Club,13020 Route 116,Hinesburg,05461,VT
-72.501538,44.92865,Jay Peak Golf Course,4850 Vt Rt 242,Jay,05859,VT
-72.913477,44.385842,West Bolton Golf Course,West Bolton Road,Jericho,05465,VT
-72.815361,43.694019,Green Mountain National Golf Course,Barrows Towne Road,Killington,5751,VT
-72.801364,43.617825,Killington Golf Course,4763 Killington Rd,Killington,05751,VT
-72.702091,43.415213,Okemo Mountain Resort and Golf Club,89 Fox Ln,Ludlow,05149,VT
-73.022354,43.202945,Manchester Country Club,229 Beech Street,Manchester Center,05255,VT
-73.07228,43.157472,Ekwanok Country Club,3262 Main St,Manchester,05254,VT
-73.070457,43.162039,The Gleneagles Golf Course At the Equinox,108 Union St,Manchester,05254,VT
-73.181892,43.998602,Ralph Myhre Golf Course,317 Golf Course Rd,Middlebury,05753,VT
-73.157758,44.688948,Arrowhead Golf Course,350 Murray Ave,Milton,05468,VT
-72.544961,44.245419,Montpelier Elks Country Club,203 Country Club Rd,Montpelier,05601,VT
-72.621905,44.555834,Copley Country Club,Off Maple Street,Morrisville,05661,VT
-72.619808,44.522858,Farm Resort Golf Course,3266 Laporte Rd,Morrisville,05661,VT
-72.1829,44.931142,Newport Country Club,Pine Hill Road,Newport,05855,VT
-72.961617,43.542199,Stonehedge Golf Course,216 Squires Road,North Clarendon,05759,VT
-72.641002,44.075981,Northfield Country Club,Roxbury Road,Northfield,05663,VT
-72.180034,44.79879,Orleans Country Club,316 Country Club Ln,Orleans,05860,VT
-73.006945,43.68613,Proctor Pittsford Country Club,311 Country Club Dr,Pittsford,05763,VT
-73.202989,43.48518,Lake St. Catherine Country Club,2725 Route 30 S,Poultney,05764,VT
-72.440971,43.657097,Quechee Club,3268 Quechee Main St,Quechee,05059,VT
-72.661574,43.922475,Montague Golf Club Inc,Randolph Avenue,Randolph,05060,VT
-72.645985,45.005018,Richford Country Club,249 Golf Course Rd,Richford,05476,VT
-72.792028,43.827262,White River Golf Club,3070 Route 100,Rochester,05767,VT
-72.98569,43.624282,Rutland Country Club,275 Grove Street,Rutland,05701,VT
-73.200775,44.394391,Kwiniaska Golf Club,5531 Spear Street,Shelburne,05482,VT
-73.176009,44.435364,Vermont National Country Club,1227 Dorset St,South Burlington,05403,VT
-73.275708,44.639116,Apple Island Golf Course,RR 2,South Hero,05486,VT
-72.467739,43.362563,Crown Point Country Club,Weathersfield Center Rd,Springfield,05156,VT
-73.129669,44.370534,Rocky Ridge Golf Club,7470 Route 116,St George,05495,VT
-72.017416,44.432325,Saint Johnsbury Country Club,5 Memorial Drive,St Johnsbury,05819,VT
-73.065823,42.749105,Stamford Valley Golf Club,194 The Lane,Stamford,05352,VT
-72.706816,44.430018,Points North Golf Club,916 Points N Estates,Stowe,05672,VT
-72.781887,44.528995,Stowe Mountain Club,7320 Mountain Rd,Stowe,05672,VT
-72.705189,44.478222,Stowe Country Club/Stowe Mountain Resort,744 Cape Cod Rd,Stowe,05672,VT
-72.81385,43.191776,Stratton Mountain Country Club,Stratton Mountain Road,Stratton Mountain,05155,VT
-73.091201,44.852478,Champlain Country Club,581 St Albans Rd,Swanton,05488,VT
-73.361931,44.197082,Basin Harbor Club,4800 Basin Harbor Rd,Vergennes,05491,VT
-72.874173,44.132432,Sugarbush Golf Club,1091 Golf Course Rd,Warren,05674,VT
-72.734188,44.354635,Country Club of Vermont,2800 Country Club Rd,Waterbury Center,05677,VT
-72.750217,44.359601,Blush Hill Country Club,141 Lonesome Trl,Waterbury,05676,VT
-72.967798,42.970664,Mount Snow Golf Club,12 Pisgah Road,West Dover,05356,VT
-73.072499,44.438395,Catamount Club,1400 Mt View Rd,Williston,05495,VT
-73.057712,44.442431,Williston Golf Course,424 Golf Course Rd,Williston,05495,VT
-72.888139,42.898777,Haystack Golf Club,70 Spyglass Dr,Wilmington,05363,VT
-72.836516,42.915673,Sitzmark Lodge & Golf Course,54 E Dover Rd,Wilmington,05363,VT
-72.386484,43.4925,John P Larkin Country Club Inc,Route 5 North,Windsor,05089,VT
-72.375516,44.402766,Woodbury Golf Course,2120 East Hill Road,Woodbury,05681,VT
-72.519427,43.623935,Woodstock Country Club,14 The Grn,Woodstock,05091,VT
-123.731729,46.964293,Grays Harbor Country Club,5300 Central Park Dr,Aberdeen,98520,WA
-122.843242,47.387272,Lakeland Village Golf Course,200 E Old Ranch Rd,Allyn,98524,WA
-122.571099,48.462082,Similk Beach Golf Course,12518 Christianson Rd,Anacortes,98221,WA
-122.685843,47.156988,Riviera Community Club,11019 Country Club Dr,Anderson Island,98303,WA
-122.127531,48.156713,Gleneagle Golf Course,7619 E Country Club Dr,Arlington,98223,WA
-122.208351,47.33702,Auburn Golf Course,29630 Green River Rd SE,Auburn,98092,WA
-122.149132,47.307278,Washington National Golf Club,14330 SE Husky Way,Auburn,98092,WA
-122.097602,47.300227,Jade Greens Golf Course,18330 SE Lake Holm Rd,Auburn,98092,WA
-122.499804,47.630917,Wing Point Golf & Country Club,811 Cherry Ave NE,Bainbridge Island,98110,WA
-122.534379,47.66669,Meadowmeer Golf & Country Club,8530 Renny Ln NE,Bainbridge Island,98110,WA
-122.153231,47.656527,Bellevue Municipal Golf Course,5500 140th Ave NE,Bellevue,98005,WA
-122.131036,47.623119,Crossroads Golf Course,15801 NE 15th St,Bellevue,98008,WA
-122.157987,47.610098,Glendale Country Club,13440 Main St,Bellevue,98005,WA
-122.097753,47.621405,Tam O Shanter Golf & Country Club,1313 183rd Ave NE,Bellevue,98008,WA
-122.447223,48.706338,Lake Padden Golf Course,4882 Samish Way,Bellingham,98229,WA
-122.48637,48.781147,Bellingham Golf & Country Club,3729 Meridian St,Bellingham,98225,WA
-122.490929,48.83329,North Bellingham Golf Course,205 W Smith Rd,Bellingham,98226,WA
-122.485787,48.822868,New World Golf Center,5022 Guide Meridian,Bellingham,98226,WA
-122.411058,48.84801,Shuksan Golf Club,1500 E Axton Rd,Bellingham,98226,WA
-122.327148,48.712137,Sudden Valley Golf & Country Club,4 Clubhouse Cir,Bellingham,98229,WA
-122.778234,48.938909,Birch Bay Village Golf Course,8169 Cowichan Rd,Blaine,98230,WA
-122.779693,48.958039,Semiahmoo Golf Course,8720 Semiahmoo Pkwy,Blaine,98230,WA
-122.716105,48.952156,Loomis Trail Country Club,4342 Loomis Trail Rd,Blaine,98230,WA
-122.74507,48.92778,Sea Links Golf Course,7878 Birch Bay Dr,Blaine,98230,WA
-122.151778,47.229499,Tapps Island Golf Course,20818 Island Pkwy E,Bonney Lake,98391,WA
-122.21277,47.750172,Wayne Golf Course,16721 96th North East,Bothell,98011,WA
-122.74156,47.52458,Gold Mountain Golf Course,7263 W Belfair Valley Rd,Bremerton,98312,WA
-122.703193,47.592294,Kitsap Golf & Country Club,3885 NW Golf Club Hill Rd,Bremerton,98312,WA
-122.617679,47.621193,Rolling Hills Golf Course,2485 NE McWilliams Rd,Bremerton,98311,WA
-119.651531,48.076011,Gamble Sands,Brewster,WA 98812,09) 436,WA
-119.721867,47.975278,Lake Woods Golf Course,30 Half Sun Way,Bridgeport,98813,WA
-122.51805,45.753169,The Cedars Golf Club,15001 NE 181st St,Brush Prairie,98606,WA
-122.516424,45.712897,Hartwood Golf Course,12506 NE 152nd Ave,Brush Prairie,98606,WA
-122.384131,48.463535,Skagit Golf & Country Club,16701 Country Club Dr,Burlington,98233,WA
-122.327631,48.526379,Avalon Golf Club,19345 Kelleher Rd,Burlington,98233,WA
-122.475853,48.22239,Camaloch Golf Club,326 NE Camano Dr,Camano Island,98282,WA
-122.451839,45.627578,Camas Meadows Golf Club,4105 NW Camas Meadows Dr,Camas,98607,WA
-121.93334,47.624472,Carnation Golf Course,1810 W Snoqualmie River Rd NE,Carnation,98014,WA
-121.79987,45.727234,Carson Hot Springs Golf Course,1 St Martin Road,Carson,98610,WA
-120.502847,47.520707,Mount Cashmere Golf Course,6400 Kimber Rd,Cashmere,98815,WA
-123.360333,46.199937,Skyline Golf Course,20 Randal Dr,Cathlamet,98612,WA
-122.987641,46.673026,Riverside Golf Club Inc,1451 NW Airport Way,Chehalis,98532,WA
-122.88937,46.612536,Newaukum Valley Golf Course,153 Newaukum Golf Dr,Chehalis,98532,WA
-120.033319,47.85398,Lake Chelan Golf Course,1501 Golf Course Road,Chelan,98816,WA
-120.10972,47.838608,Bear Mountain Ranch,1050 Bear Mountain Ranch Rd,Chelan,98816,WA
-117.549765,47.575775,The Fairways at West Terrace,9810 W Melville Rd,Cheney,99004,WA
-117.74369,48.320888,Chewelah Golf & Country Club,2537 Sand Canyon Rd,Chewelah,99109,WA
-117.078324,46.41485,Clarkston Country Club,1676 Elm St,Clarkston,99403,WA
-117.072468,46.370348,Quail Ridge Golf Course,3600 Swallows Nest Dr,Clarkston,99403,WA
-121.048996,47.186501,Sun Country Golf Resort,841 Saint Andrews Dr,Cle Elum,98922,WA
-121.008479,47.20977,Suncadia Resort,3320 Suncadia Trail,Cle Elum,98922,WA
-122.405336,47.956679,Island Greens,3890 French Rd,Clinton,98236,WA
-117.351044,46.900925,Colfax Golf Club,2402 Cedar St,Colfax,99111,WA
-117.879092,48.536629,Dominion Meadows Golf Course,1862 E Hawthorne Ave,Colville,99114,WA
-123.763417,46.949331,Highland Golf Course,2200 1st Street,Cosmopolis,98537,WA
-119.392049,47.586968,Vic Meyers Golf Course At Sun Lakes,34228 Park Lake Rd NE,Coulee City,99115,WA
-122.657055,48.971739,Dakota Creek Golf Course,3258 Haynie Rd,Custer,98240,WA
-122.647615,48.922289,Grandview Golf Course,7738 Portal Way,Custer,98240,WA
-118.327956,47.869553,Deer Meadows Golf Course,41499 Gopher Ln N,Davenport,99122,WA
-117.920459,46.288073,Touchet Valley Golf Course,209 N. North Pine Street,Dayton,99328,WA
-117.447711,47.968381,Deer Park Golf Club,1201 N Country Club Dr,Deer Park,99006,WA
-117.369385,47.945689,Antler Springs of Chattaroy Golf Course,31901 N Regal Rd,Deer Park,99006,WA
-119.92846,46.686692,Desert Aire Golf Course,504 Clubhouse Way W,Desert Aire,99349,WA
-122.670624,47.101641,The Home Course,2300 Hoffman Hill Blvd,Dupont,98327,WA
